Product_Name,Price,Monthly_Purchases,Ratings,Brand
Maggi Shish Tawuuk Mix 30g,12.35,400,4.5,Maggi Shish
Knorr Vegetar Broast Mix Hot,36.75,400,3.8,Knorr Vegetar
Abu Auf Powder Onion 90 Gm,41.25,300,4.5,Abu Auf
Abu Auf Maamoul date (Box),63.0,300,4.3,Abu Auf
(en-US) Eldoha Al Doha Creamy Pesto Sause Easy Pasta,21.95,400,3.4,(en-US) Eldoha
NOUR SEA SALT HIGH PURITY *3P,32.0,300,4.6,NOUR SEA
Royal Black Tea Peach 20TB,47.95,300,4.0,Royal Black
Nido Fiber Milk Powder 1200g,464.95,400,4.4,Nido Fiber
Abu Auf Ground Black Pepper 35 Gram,25.75,400,4.5,Abu Auf
Chefy Mix Tomato Ketchup 1 KG,69.67,300,3.9,Chefy Mix
Halo Parmesan Cheese Protein Puffs 40 g,15.0,300,4.1,Halo Parmesan
Ganna Super Ghee 1.5 Kg,156.94,300,4.6,Ganna Super
Unilever Knorr Cream of Chicken Soup,25.95,400,4.3,Unilever Knorr
Zary sesame seeds - 100 gm,49.0,300,4.4,Zary sesame
Dreem Choco - 60 gm,23.75,300,4.2,Dreem Choco
Al Doha Egyptian Brown Beans - 500 grams,58.7,500,4.2,Al Doha
"NESCAFÉ gold espresso Italian instant coffee, rich crema,100% arabica, 100g",309.93,400,4.5,NESCAFÉ gold
Roasted Cashews 500g - Olive,449.99,300,4.3,Roasted Cashews
Cerelac 3 Fruits with Milk 500g,326.25,400,4.6,Cerelac 3
Abu Auf Biscuit with Salt Flavor- 80 gm,20.0,300,4.0,Abu Auf
Helwa sunflower Oil 4.5 L,385.5,400,4.4,Helwa sunflower
Zero Treat Healthy Caramel Sauce,170.0,300,4.0,Zero Treat
ONIC Naturally Yours – Premium Chia Seeds 250g | 100% Natural | Air tight Easy-Open Can for Freshness & Protection | Rich in Omega-3 & Fiber | Keto & Vegan Friendly,90.0,300,4.3,ONIC Naturally
"Masreya pasta penne , 10mm - 1kg",51.0,200,4.5,Masreya pasta
Knorr Vegetar Extra Crispy,14.0,400,4.7,Knorr Vegetar
Chipsy with Chicken flavor potato Chips,10.0,200,4.3,Chipsy with
siwa Olive Oil 100% Virgin 1 Liter Premium Cold Pressed,299.99,300,3.5,siwa Olive
"Munch A Bunch Butter Biscuits, 42g",9.45,300,3.9,Munch A
Habouba white beans 500 gm,47.0,300,4.3,Habouba white
"Dobella dark soy sauce, 310 ml",43.33,300,4.2,Dobella dark
Haj Arafa Curry Spices 35 g,10.0,300,4.3,Haj Arafa
"Dreem Jelly Strawberry Flavor, 70 Gm",11.65,300,4.4,Dreem Jelly
شاي سناء 500 جرام,80.0,300,4.4,شاي سناء
Imtenan Cough Aid Tea- 18 Tea Bag,38.0,300,4.4,Imtenan Cough
EL AROSA TEA BAGS - 50 Bags,46.45,400,4.5,EL AROSA
"Davidoff Espresso 57 Intense, Instant Coffee, 100g",399.0,400,4.6,Davidoff Espresso
V Super Soda Lemon Lime Can 300 ml,13.45,300,4.7,V Super
Abu Auf Choco bello chocolate 100 Gram,24.0,200,3.8,Abu Auf
Royal Herbs regime herbal tea - 50 bags,43.95,300,4.4,Royal Herbs
El Bawadi Halawa Spread Chocolate - 300 gm,69.2,200,4.4,El Bawadi
Cerelac Wheat without Milk 400g,90.0,300,4.7,Cerelac Wheat
Lamar half fat milk - 1 liter,49.0,500,4.5,Lamar half
Habouba Brown Lentils - 500 gm,30.0,300,4.4,Habouba Brown
"So Plus Liquid Water Enhancer Natrually Flavours, Strawberry Zero Suger & Calories - 48 ML",70.0,300,3.5,So Plus
Organic Nation | Rice Cake | Crunchy | Organic Brown Rice | High Fiber | Easy Snack | Gluten Free | 19 Calories | 5 Rice Cakes | Cheese Bites,15.0,300,3.7,Organic Nation
"Ponky Long Chips Potato Snack, Original Flavor, 75g",28.0,200,3.7,Ponky Long
"Eclairs Toffee Bag, 200 gm",34.95,500,4.0,Eclairs Toffee
Samyang Cream Carboranra Hot Chicken Flavour Ramen 140 gm,129.0,300,4.1,Samyang Cream
Haj Arafa Chicken Spices 35 g,10.0,200,4.0,Haj Arafa
Oreo Hazelnut crème filled biscuits 5 cookies (43.75) Pack of 12,120.0,300,3.9,Oreo Hazelnut
Nescafe Gold Decaf Instant Coffee Jar 95g,289.95,300,4.6,Nescafe Gold
"Abu Auf Flax Seeds, 450 gm",60.0,400,4.5,Abu Auf
Royal peppermint natural - 50 bags,40.95,300,4.5,Royal peppermint
Rashdi El Mizan Tahina - 780g,155.94,300,4.4,Rashdi El
"Imtenan Spring Flowers - Pure Bee Honey, 800 gm (Packaging May Vary)",214.25,500,4.4,Imtenan Spring
Advanced Sports Nutrition | Bob's Bake Sugar Free Jelly | Keto Friendly | 72 Calories | 18 gm Protein | 0 gm Carbs | 0 gm Fat | Mango Flavor | Makes 523 gm Delicious Sugar FreeJ elly,39.99,300,3.9,Advanced Sports
Al Abd Biscuits with chocolate chips 18 pieces - 256.5 Gram,70.25,400,4.5,Al Abd
Sprite 240 ml Can,13.45,100,5.0,Sprite 240
"Dobella grenadine molasses, 350 ml",54.44,300,4.3,Dobella grenadine
Royal Black Tea Cloves 20TB,34.95,300,4.4,Royal Black
Sheraton Pure Butter Ghee - 400 gm,227.36,200,4.5,Sheraton Pure
Asil mix soya sunflower Oil 1.5L,128.0,300,4.4,Asil mix
Norica 100% Natural Ground Coriander - 70 gm,18.8,300,4.9,Norica 100%
Advanced Sports Nutrition | Bob's Bake Sugar Free Jelly | Keto Friendly | 72 Calories | 18 gm Protein | 0 gm Carbs | 0 gm Fat | Blueberry Flavor | Makes 523 gm Delicious Jelly,39.99,300,3.2,Advanced Sports
"Lamar Cocktail Drink, 200 ml",6.95,200,4.1,Lamar Cocktail
Wadi Food Healthy Ketchup – Plain – 300 gm Glass Bottle,34.95,300,4.1,Wadi Food
Hero Delicia Clover Honey Squeeze - 450 gm,122.0,200,4.5,Hero Delicia
Mero Tomato Paste Box Of Sachet 24*35g,58.75,300,4.2,Mero Tomato
Temmy's Choco Pillow Cereal 300 g,89.2,300,4.4,Temmy's Choco
Maggi Bechamel Mix 70g,12.15,300,4.5,Maggi Bechamel
Abu Auf Pretzels Cheese 25 gm,7.0,200,4.0,Abu Auf
Abu Auf Columbian Coffee Espresso 200g ( grinded ),199.9,300,4.0,Abu Auf
Al Doha Egyptian Brown Lentils - 500 grams,53.45,300,4.6,Al Doha
"Dobella yellow corn flour, 1 k",42.0,300,4.3,Dobella yellow
Pepsi Fizz 1.5 L PET,20.0,200,4.3,Pepsi Fizz
Doritos with Nacho Cheese flavor,10.0,200,4.4,Doritos with
Doritos Sweet Chili Tortilla Chips (20 g-32 g),5.0,100,4.6,Doritos Sweet
Al tawoos sesame tahini 260 gram,49.5,300,4.1,Al tawoos
Abu Auf Instant Coffee Classic - 50 gm,80.0,200,4.2,Abu Auf
Al Doha Kofta seasoning - 20 gm,12.45,300,4.4,Al Doha
Al Saeed White Sugar 1kg,35.95,200,4.1,Al Saeed
Pepsi 2.5/2.43 L,34.75,200,3.7,Pepsi 2.5/2.43
Haboubah flour 1 kg,25.0,500,4.3,Haboubah flour
"Thio Premium Dark Soy Sauce, 330ml",26.95,300,3.8,Thio Premium
Dobella Whole Grain Oat Flakes - 1200 gm,139.0,400,4.6,Dobella Whole
Sweetal SweitalStevia 500g Jar (width of 2 Jar x 250g),250.0,200,4.6,Sweetal SweitalStevia
Chipsy Chipsawich BBQ Potato Chips (48 g-68 g),10.0,100,3.8,Chipsy Chipsawich
Naturesta Hot Sauce Sweet Chili Lime 180g – Sweet & Zesty Asian-Inspired Flavor – Keto-Friendly,100.0,400,3.8,Naturesta Hot
Rehana fine flour 1 kg,29.7,400,4.6,Rehana fine
Eco Healthy - Whole Wheat Flour - 1000 gm,45.0,300,4.4,Eco Healthy
Rawaby keshta ghee .700 g Package design may vary,78.5,200,4.4,Rawaby keshta
Imtenan Matcha Powder 90 gm,269.0,400,4.0,Imtenan Matcha
Almarai plain milk 1L half cream PET,52.0,300,4.5,Almarai plain
"Hero Baby Mixed Fruits Jar, 125 gm",42.5,200,4.3,Hero Baby
Knorr Shish Tawook Mix (Pack Of 2),30.0,300,4.4,Knorr Shish
Sweet&Slim 400 Sachets,300.0,200,4.7,Sweet&Slim 400
"Nescafe Dolce Gusto Cappuccino Extra Cremoso (16 Pods, 8 Cups)",377.1,200,4.4,Nescafe Dolce
Abu Auf Peanuts Krikri Cheese Flavor 45 Gram,15.0,200,4.0,Abu Auf
Vitrac bitter orange jam - 430 gm,61.0,200,4.1,Vitrac bitter
Mozn Sukker Stevia 48 sachets- 2 Spoonful-Diet Sugar Sweetener,90.0,300,4.3,Mozn Sukker
sweetal diet sugar 300 tablet,129.95,300,4.4,sweetal diet
"Dreem Whipped Topping, 180 gm",65.0,300,4.5,Dreem Whipped
Eco Healthy Heathly - Halal Beef Gelatin Powder - 100g,100.0,300,4.2,Eco Healthy
Knorr Vegetar Hot,12.0,300,4.4,Knorr Vegetar
Saula Scotchy Chocolate 15-Pieces,16.0,100,4.4,Saula Scotchy
BONJORNO Latte Pack of 12x18g pack may vary,120.0,300,4.4,BONJORNO Latte
"Ponky Long Chips Potato Snack, Sea Salt & Vinegar, 75g",28.0,200,2.9,Ponky Long
Abu Auf Instant Coffee Classic - 100 gm,160.0,200,4.3,Abu Auf
iSiS Natural Cinnamon & Ginger Herbal Tea – 20 Envelopes,29.75,300,4.3,iSiS Natural
DAVIDOFF ORIGINS Asia Coffee Capsules - 9/12 Intensity - 10 x Capsules - 55 g,250.0,200,4.0,DAVIDOFF ORIGINS
"Dreem Chocolate Spread With Natural Hazelnut, 250 gm",103.0,200,4.5,Dreem Chocolate
Lavazza IL Mattino Grounded Coffee -250 gms dark Roast,365.0,300,4.4,Lavazza IL
"Crystal Vegetable Ghee, 2.5Kg",249.0,200,4.4,Crystal Vegetable
Crunchy with Sogok flavor Potato Chips (55 g-72 g),10.0,100,3.7,Crunchy with
Harvest Foods El Bawadi Plain Halawa - 900 gm,154.2,200,4.5,Harvest Foods
Eco Healthy - Extra Virgin Coconut Oil - 500 ml,350.0,300,4.4,Eco Healthy
"Dream Jelly Mango Flavor, 70 Gm",11.65,200,4.3,Dream Jelly
Nescafe Iced Latte 220ml,29.95,300,4.0,Nescafe Iced
"Rana hot sauce, 474 ml - pack of 1",74.0,200,4.6,Rana hot
Al Douha Dry Wheat - 500 Gm,50.95,300,4.6,Al Douha
Naturesta Sriracha Hot Sauce 180g – Classic Bold Sriracha Taste – Diet-Friendly Hot Sauce,93.0,200,3.9,Naturesta Sriracha
Nido Fiber Milk Powder 900g,348.71,300,4.4,Nido Fiber
Kamara ByLuck Milk Cream Wafer Biscuits 12-Pieces,60.0,200,4.0,Kamara ByLuck
Verde Sweet Stevia Sweet Diet Sugar - 100 Sachet,205.0,200,4.5,Verde Sweet
"Ilou Premium Texas Burger Sauce, 400g",74.95,300,4.4,Ilou Premium
Brooke Bond Red Label BBRL Black Tea 225gm,48.0,300,3.8,Brooke Bond
Crunchy with Sweet Chili flavor,10.0,200,4.2,Crunchy with
Doritos with Flaming Hot flavor,10.0,100,4.8,Doritos with
"MANUTTI Salted Caramel Zero Sugar Syrup, 350ml",125.0,200,4.4,MANUTTI Salted
"Crystal Yellow Vegetable Ghee, 1kg",114.5,300,4.6,Crystal Yellow
iSiS Natural Detox Herbal Tea – 20 Envelopes,30.25,200,4.1,iSiS Natural
"Ponky Nacho Snacks, Greek Cheese, 30g",7.0,100,3.7,Ponky Nacho
"Ilou Premium Mayonnaise, 400g",50.0,300,4.3,Ilou Premium
Oujaj natural sea salt - 500 grams,13.75,200,4.4,Oujaj natural
Hero black cherry jam mini jar - 28.3 gm,20.0,200,3.5,Hero black
"Al Doha Chickpeas, 500 gm",88.45,200,4.7,Al Doha
Naturesta Hot Sauce Buffalo 180g – Classic Buffalo Flavor – Diet and Keto-Friendly Hot Sauce,100.0,300,3.7,Naturesta Hot
Lavazza Nespresso espresso,217.0,100,4.2,Lavazza Nespresso
"Class A Speculoos Caramel Biscuits, 37g",5.75,200,3.4,Class A
Chipsy with Sweet Chili flavor Potato Chips (50 g-70 g),10.0,100,4.0,Chipsy with
Juhayna pure pineapple juice - 1 liter,57.0,200,4.4,Juhayna pure
Sweet & Slim Mints sugar free mints with a refreshing Strawberry Flavor,62.0,200,4.6,Sweet &
Al-tawoos natural vinegar - bundle 4 bottles - 1 liter,59.08,200,4.6,Al-tawoos natural
Advanced Sports Nutrition | Bob's Bake Sugar Free Jelly | Keto Friendly | 72 Calories | 18 gm Protein | 0 gm Carbs | 0 gm Fat | Pineapple Flavor | Makes 523 gm Delicious Jelly,44.95,200,3.8,Advanced Sports
Elmatbakh penne pasta - 1 kg,38.0,100,4.4,Elmatbakh penne
Abu Auf French Coffee 200 gm,179.9,200,3.8,Abu Auf
Davidoff Café Grande Cuvee Fine Aroma Coffee - 100 g,399.0,300,4.5,Davidoff Café
Abu Auf Syrian Thyme 75 gm,35.0,200,4.4,Abu Auf
"Royal ginger lemon, 50 bags",51.0,300,4.4,Royal ginger
100% Pure Cow Gelatin Powder – 250g | High Bloom 220 Firmness | Halal | Premium Nutritional Quality | Rich in Protein & Collagen | Carbohydrate & Fat Free | Ideal for Keto & Diet,190.0,200,4.8,100% Pure
Ganna Super Ghee 700 gm,79.5,200,4.3,Ganna Super
Molto Magnum Chocolate (90g),15.0,100,4.5,Molto Magnum
Sekem Laxi Herbal Tea 15 Envelopes,22.4,200,4.1,Sekem Laxi
"Juhayna Tomato Puree, 500 ml",39.25,300,3.9,Juhayna Tomato
Coca Cola 1.45 Liters PET,29.75,100,3.6,Coca Cola
Lara Coffee- filter coffee 100% premium ground coffee Medium Roast 250 gr,190.0,200,3.8,Lara Coffee-
Cadbury Dairy Milk Minis Huzelnut Chocolate Bars - 12Pcs (156g),179.95,100,3.0,Cadbury Dairy
DAVIDOFF FINE AROMA COFFEE CAPSULES 55 GM 10,399.0,200,4.5,DAVIDOFF FINE
Alpro barista coconut for professionals - 1l,179.95,200,4.4,Alpro barista
"Ponky Cheese Balls Puff Snacks, 60g",12.0,200,4.2,Ponky Cheese
"Mehmet Efendi Turkish Coffee, 250g Can",343.99,200,4.3,Mehmet Efendi
Fitness Biscuits Plain Sharing Box 180g - 24 Pieces,33.45,200,4.0,Fitness Biscuits
Norica 100% Natural Ground Black Pepper - 80 gm,47.0,200,3.6,Norica 100%
"Lavazza, Espresso Gourmet Caramel, Nespresso Original Machine-Compatible Coffee Capsules, with the Natural Caramel Aroma, 100% Arabica, Intensity 8/13, Medium Roast, 1 Pack of 10 Pods",250.0,200,4.4,"Lavazza, Espresso"
Oreo Vanilla Creme Filled Biscuit 3 cookies (26.25g) pack of 12,84.0,200,4.5,Oreo Vanilla
"Dobella Basbousa Semolina Flour, 1 Kg",52.22,200,4.4,Dobella Basbousa
Lametna rings pasta pouch 1kg,32.95,100,4.5,Lametna rings
Shaheen coffee oriental blend meduim plain (turkish coffee),94.0,100,3.9,Shaheen coffee
Fun Day Twin Cakes Muffin W/Vanilla&Choco Chips 64Gm,9.95,100,4.7,Fun Day
Lamar lactose free skimmed milk - 1 liter,84.0,200,4.9,Lamar lactose
Oronamin C - Japanese Vitamins Soda Drink - 120ml,24.0,200,4.4,Oronamin C
Juhayna pure mango and peach juice - 1 liter,56.95,200,4.6,Juhayna pure
Chefy Mix Mahshie Mix 50gm,12.25,200,4.5,Chefy Mix
"Ponky Long Chips Potato Snack, Honey and BBQ, 75g",28.0,100,2.7,Ponky Long
Smoked Paprika 35 Gram,21.0,200,4.3,Smoked Paprika
"Royal Herbs green tea with mint , 50 bags",52.25,200,4.4,Royal Herbs
DAVO Roasted Salted Pumpkin Seeds 200 gm,160.0,10,0.0,DAVO Roasted
"Coffee Break Cappuccino Vanilla - 8 Sachat, 18 gm",68.4,100,4.2,Coffee Break
Imtenan Cinnamon and ginger herbal tea K 18 filter,59.0,200,4.4,Imtenan Cinnamon
Ahmad Tea Mixed Berries - Hibiscus 20 Foil,108.5,200,4.5,Ahmad Tea
El Arosa Black Tea Kharaz - 100 gm,22.0,200,4.4,El Arosa
Hero Goodies Veggie Puffs 30g,14.95,200,3.6,Hero Goodies
Organic Nation | Rice Cake | Crunchy | Organic Brown Rice | High Fiber | Easy Snack | Gluten Free | 19 Calories | 5 Rice Cakes | Tomato and Basil,15.0,200,3.5,Organic Nation
Kamara ByLuck Oat and Coconut Biscuit 12-Pieces,60.0,200,3.7,Kamara ByLuck
iSiS Natural Guava Leaves Herbal Tea – 20 Envelopes,23.95,200,4.3,iSiS Natural
Rehana popcorn corn - 500 gm,79.95,300,4.3,Rehana popcorn
Abu Auf Maamoul with Cinnamon (Box),53.95,200,4.4,Abu Auf
Regina pasta small rings 400 gm,28.2,200,4.6,Regina pasta
ISIS Pure Honey 750 gm with 250 gm Free,241.45,200,4.3,ISIS Pure
"California Garden Plain Medames Beans, 400gm",26.2,200,4.3,California Garden
"Halla sunflower oil, 2.25l",204.95,200,4.5,Halla sunflower
Italian Tomato Sauce Pasta,23.45,200,3.7,Italian Tomato
Mandolin Biscuit Covered with Caramel and Chocolate (40g) Pack of 12,109.8,200,4.4,Mandolin Biscuit
Elano water 330ml - 20 Pieces,103.0,300,4.3,Elano water
DAVIDOFF CREAMA INTENSE COFEE CAPSULES 55GM 10,249.0,200,4.6,DAVIDOFF CREAMA
"Crystal Corn Oil, 700 ml",76.95,200,4.9,Crystal Corn
Al Doha Chicken shawarma mix - 30 gm,14.08,200,4.4,Al Doha
Bonjorno Cappuccino Double Shot Classic 18g- 12 sachet,106.86,200,4.5,Bonjorno Cappuccino
Afandy Afandi Brown Lentils 250g,16.1,200,4.3,Afandy Afandi
Saula Eclair Candy 12-Pieces,13.95,100,4.3,Saula Eclair
Classic danish vanilla biscuits - 750 gm,95.0,100,4.0,Classic danish
Cerelac Wheat with Milk 500g,160.0,200,4.6,Cerelac Wheat
"Raw Crinkles Chili Lime, 65-75 gm",20.0,100,4.6,Raw Crinkles
Manutti zero suger vanilla syrup - 350 ml,125.0,200,3.7,Manutti zero
Bab Elsham The Perfect BBQ Blend - 40 gm,25.0,200,4.3,Bab Elsham
EL Shamadan Chocolate - (384g),216.0,100,4.3,EL Shamadan
Lametna small rings pasta pouch 400 grams,11.95,200,4.2,Lametna small
Nido 1+ Milk Powder 576g,299.95,200,4.5,Nido 1+
"Sante Rice Cakes, Himalayan Salt, 110g",63.0,200,4.2,Sante Rice
"Snickers minis chocolate peanuts - 227 gm, 12 pieces",175.0,200,4.7,Snickers minis
"Elano Water Bottle, 600 ML - 12 Pieces",70.0,300,4.2,Elano Water
Healthy Spread Vegetarian Chocolate 375g,315.0,200,4.6,Healthy Spread
Abu Auf Potato Spices 75 Gm,39.2,200,3.9,Abu Auf
"Coffee Talks Espresso Ground Coffee ""The House Blend 250 grams""",209.0,200,3.7,Coffee Talks
Doritos with sweet chilli flavor,10.0,200,4.3,Doritos with
Giardino ketchup cylindrical (Cold) 500gm,44.14,200,4.4,Giardino ketchup
Imtenan st john's tea- 18 tea bag,66.0,200,4.2,Imtenan st
zamzam rice 1 kg,35.95,200,4.5,zamzam rice
"Fox Crinkle Tomato, 24-34 gm",5.0,100,4.2,Fox Crinkle
Imtenan Brown Rice- 750 Gm,86.49,200,4.3,Imtenan Brown
Abu Auf Paprika 70 Gm,41.0,200,4.5,Abu Auf
Royal Black Tea Mint Envelope 20TB,27.95,200,4.2,Royal Black
Imtenan hibiscus with rose- 60 gm,47.0,200,3.8,Imtenan hibiscus
Imtenan Turmeric Powder 75 g,65.0,200,4.3,Imtenan Turmeric
"Ponky Nacho Snacks, Cheddar Cheese, 30g",7.0,100,3.6,Ponky Nacho
"Batook Specialmint Sugar-Free Chewing Gum, 5 Sticks",7.41,200,3.9,Batook Specialmint
Maltesers Chocolate - 37 gm,37.3,200,4.4,Maltesers Chocolate
Advanced Sports Nutrition | Bob's Bake Sugar Free Jelly | Keto Friendly | 72 Calories | 18 gm Protein | 0 gm Carbs | 0 gm Fat | Apple Flavor | Makes 523 gm Delicious Jelly,39.99,200,3.6,Advanced Sports
"Misr Café Instant Coffee, 100g",145.82,200,4.1,Misr Café
"Dreem Corn Flour, 240 gm",20.95,200,4.5,Dreem Corn
Lavida BBQ Sauce 430g,55.0,200,4.3,Lavida BBQ
Imtenan Spring Flowers Honey 450 gm Esquiz,132.0,200,4.6,Imtenan Spring
V7 Pink Lemonade with Dara's Ice Cream 300 ml,14.38,10,0.0,V7 Pink
Beyti Kol Youm Apple 225ml,5.95,100,3.5,Beyti Kol
Heinz Ketchup 505 gm,80.0,200,4.6,Heinz Ketchup
Chipsy Kettle Cooked Pesto & Parmesan Fusion Potato Chips (42 g-52 g),10.0,100,3.9,Chipsy Kettle
Al Doha Mint Leaves Pouch - 20 grams,19.6,200,4.3,Al Doha
Hero Goodies Cheesy Puffs 30g,14.95,200,3.5,Hero Goodies
Nestle Pure Life Water carton 1.5L set of 12,110.0,300,3.0,Nestle Pure
Rashidi El Mizan Molasse plastic 700 gm Package design may vary,49.0,200,4.2,Rashidi El
Doritos Sweet Chili Tortilla Chips (65 g-105 g),15.0,100,4.2,Doritos Sweet
Al Doha Burger seasoning - 45 gm,13.45,200,4.5,Al Doha
Fitness Chocolate Cereal Bar 23.5g,105.9,200,4.4,Fitness Chocolate
Haj Arafa Meat Stock Spices 35 g,8.0,100,4.1,Haj Arafa
Juhayna Classics Apple Pear Juice 1 Liter,32.95,200,4.2,Juhayna Classics
Rosso Premium Tomato Paste Can - 800 grams,98.0,100,4.5,Rosso Premium
TawTaw Phantom biscuits filled with coconut cream 42gm (6pcs),30.0,100,3.5,TawTaw Phantom
"Lipton Yellow Label Black Tea with sun dried tea leaves, Classic, for a Rich Natural Taste, 25 Tea Bags",32.0,200,4.5,Lipton Yellow
Balance Premium Bread snack protein crackers - Sweet Lemon,15.0,100,5.0,Balance Premium
"Munch A Bunch Cinnamon Biscuits, 42g",9.45,200,3.8,Munch A
Sweet & Slim Mints sugar free mints with a refreshing SpearMint Flavor,62.0,200,4.6,Sweet &
Samyang Korean Ramen Noodles are Pink - 2725483625158,118.1,100,3.8,Samyang Korean
Themar Sweet Kernel Corn 400 g,52.0,100,4.3,Themar Sweet
Snickers miniatures chocolates - 150 gms,145.0,100,4.4,Snickers miniatures
Tambo instant fat filled milk powder 1500 gm,320.84,200,3.6,Tambo instant
"Dream Jelly Pinapple Flavor, 70 Gm",11.65,100,4.3,Dream Jelly
Dr. Salt Iodized Low Sodium Salt - 200 grams,20.0,200,4.5,Dr. Salt
Al Doha Shish tawook seasoning - 20 gm,12.95,200,4.4,Al Doha
Abu Auf Chicken Spices 75 Gm,39.2,200,4.4,Abu Auf
Knorr Vegetar (Pack Of 2),12.0,200,4.8,Knorr Vegetar
Oscar natural nuts - candy 120 gm,37.39,200,4.1,Oscar natural
PFI Roasted Almonds 500g,399.99,200,4.0,PFI Roasted
Habouba popcorn habat al baraka 500 gm,25.0,100,4.2,Habouba popcorn
"Lavazza Espresso Maestro Classico 100% Arabica intensity 9 Medium Roasting Nespresso Compatible Aluminium Capsules, Zero CO2 Impact, 1 Pack of 10 Capsules",229.0,200,4.3,Lavazza Espresso
Isis Peppermint 20 Bags,22.45,200,4.2,Isis Peppermint
"Shots Coffee Special Blend Turkish Coffee, Plain, Light Roast, Premium Selection, 200g",135.0,100,3.7,Shots Coffee
Delancy Corn Flakes Fruit Flavor 30 g,8.95,100,3.7,Delancy Corn
"Juhayna classic guava juice, 1 liter",31.95,200,4.4,Juhayna classic
Cuppa Turkish Coffee - Light Roast Mixed With Cardamon - Bag 50 g,55.0,100,2.7,Cuppa Turkish
Shots Turkish Coffee Light Roast Regular Blend - 250 gm,165.0,200,3.9,Shots Turkish
British Tea Bags 50 g,45.55,200,4.6,British Tea
Heinz Mayonnaise Sandwich Gallon 3KG,280.8,200,4.5,Heinz Mayonnaise
Al Doha pasta oats 400G,75.0,200,4.1,Al Doha
"Royal Herbs Green Tea , 50 Bags",52.25,200,4.3,Royal Herbs
Nescafe Dolce Gusto Cortado - 16 Capsules,488.0,200,4.1,Nescafe Dolce
Tolido Kernel Sweet Corn 400G,40.0,200,4.3,Tolido Kernel
Halo Greek Cheese Protein Puffs 40 g,12.75,200,3.8,Halo Greek
"Ponky Nacho Snacks, Shrimp Flavor, 30g",7.0,100,3.1,Ponky Nacho
Halo Sour Cream and Onion Protein Puffs 40 g,15.0,200,4.2,Halo Sour
Ben Suleiman بن ساده فاتح توليفه سليمان - قهوة تركي - 500 جرام - سهلة الفتح,249.99,100,3.8,Ben Suleiman
"Unicafe Classic Instant Coffee 2 g, 25 Sachets",76.99,200,3.8,Unicafe Classic
Zero Treat Healthy Tasty Burger Sauce,135.0,200,3.4,Zero Treat
Nescafe Iced Cappuccino 220ml,29.95,200,3.7,Nescafe Iced
Chefy Mix Kabsa Rice Mix 35 gm,12.25,100,4.2,Chefy Mix
iSiS Natural Fennel Herbal Tea – 20 Envelopes,26.35,100,4.6,iSiS Natural
"Dobella all purpose flour, 1 kg pack may vary",34.65,200,4.4,Dobella all
Abu Auf Roasted Cashews 50 gm,67.0,100,4.0,Abu Auf
شاي اخضر اورجانيك 100% عضوى خرز سايب نقي كاليفورنيا إيغمونت طبيعي غني بمضادات الأكسدة نكهة طازجة وغنية، مضادة للأكسدة قوى جودة وامتياز برفكت جرين تي (250 غرام),199.0,200,4.4,شاي اخضر
Al Kabous Black Tea Beads 200g,106.36,100,4.2,Al Kabous
"Heinz Pizza Sauce, 350 gm",48.95,100,4.2,Heinz Pizza
McVitie's Digestive Wheat Biscuits - 250gm,41.0,100,4.6,McVitie's Digestive
Al Doha Risoni - 400 gm,25.95,200,4.5,Al Doha
Bake Rolz Mix Cheese Super Size (60g),10.0,100,4.4,Bake Rolz
ISIS Barley Organic Coffee - 90 gm,121.95,100,4.1,ISIS Barley
"Al-Tayebat Organic Raw Unfiltered Apple Cider Vinegar - 330 ml, 100% Natural, Beneficial for Health, Improves Digestion and Boosts Immunity, Preservative Free",55.13,200,4.0,Al-Tayebat Organic
"Nescafe Dolce Gusto Café Au Lait, 16 Capsules",470.0,200,4.3,Nescafe Dolce
"Tuffix Mixed Candy Filled with Fruits, Pouch 650 g",139.0,200,4.8,Tuffix Mixed
"Royal energize herbal drink, 20 pouches",40.5,100,4.2,Royal energize
"Stroop Wafel Biscuits with Butter, 30g",5.6,100,3.3,Stroop Wafel
Al Doha Hawawshi mix - 30 gm,13.45,100,4.1,Al Doha
Chefy Mix Chili Ketchup 1 kg,67.5,100,4.0,Chefy Mix
Hero baby Mixed Vegetables Jar,42.5,100,4.4,Hero baby
"Royal Herbs detox herbal drink, 20 pouches",43.0,200,4.6,Royal Herbs
