Product_Name,Price,Monthly_Purchases,Ratings,Brand
Khoshala Extra Virgin Olive Oil 500ml,350.0,10,4.3,Khoshala Extra
ElShamedan Light Bisk Oat Biscuit - 12 Pieces box,65.0,10,4.1,ElShamedan Light
"Savorya Whole Cumin Seeds, 200g, Natural Dried Spice with Rich Aroma and Warm Flavor, Ideal for Roasting, Grinding, and Traditional Dishes, Resealable Jar",96.0,10,5.0,Savorya Whole
Haj Arafa Fine Black Pepper 35 g,30.0,10,5.0,Haj Arafa
Zaeem black eyed peas -500g,66.25,5,4.2,Zaeem black
"Sonbolat El Forat Premium White Wheat Flour, 1kg",49.0,5,4.6,Sonbolat El
Steviadiet 70sachets Natural Zero Calorie Sweetener,70.0,10,3.3,Steviadiet 70sachets
ICE BREAKERS CINNAMON SUGAR FREE MINTS 42g,98.04,10,4.5,ICE BREAKERS
ميكس تيلا شيكولاتة قابله للدهن بطعم الندق 1000 جرام (عدد 1 علبة),160.0,10,0.0,ميكس تيلا
Trident Bubble Gum Sugar Free Gum 14 Pieces,66.26,10,4.3,Trident Bubble
شاي سناء 40 جرام,10.0,10,4.1,شاي سناء
عسل نقي 100% لزيادة القدرة والطاقة عدد 12 كيس سوبر رويال,280.0,10,0.0,عسل نقي
"ILOU Good France Cheezy Sauce, 400g",102.0,10,4.1,ILOU Good
Sweet&Slim Diet Sugar Extra Sweetner 100 Sachets,153.95,10,5.0,Sweet&Slim Diet
5 Minutes Sponge vanilla cake - 400gm,57.0,10,3.9,5 Minutes
"بذور حليب الشك, بذور شوك الجمل, بذور كعيب 250 جم الطبيعي",350.0,10,5.0,بذور حليب
Mexicana Egyptian Rice 1kg - Multi Color,34.0,10,3.7,Mexicana Egyptian
Ahmed Tea London Blend Extra Strong Fine Tea Strength 5 (200 g),99.0,10,5.0,Ahmed Tea
"Magic Moments Blueberry Flavored Syrup, 180g",31.0,10,3.5,Magic Moments
Potato Seasoning Navigation 40 gm,43.25,5,3.8,Potato Seasoning
Abu Auf Benson Jelly Hearts 65 gm,25.0,5,5.0,Abu Auf
Oscar natural nuts - walnuts 120 gm,158.46,10,3.9,Oscar natural
Al Tawoos Sesame Tahini - 18 sachet / 26 gram,87.0,10,3.7,Al Tawoos
Lavazza Qualita Rossa Medium Roast 250gm,480.0,10,3.8,Lavazza Qualita
Tawtaw Cocoa Coated Biscuits with Marshmallows 6-Pieces,60.0,10,4.0,Tawtaw Cocoa
Black Lotus Sodium Bicarbonate 500G,80.0,50,4.2,Black Lotus
"Latteria 3 jars of instant stock, 125 grams each (1 chicken + 1 vegetable + 1 beef)",120.0,10,0.0,Latteria 3
5 Minutes Vanilla custard - 100gm,21.85,5,4.0,5 Minutes
Vitrac apricot jam - 230 gm,40.0,10,3.9,Vitrac apricot
Lavida Lemon pickle sauce - 340 ML,75.0,5,4.0,Lavida Lemon
"asmacup kind spread Cream 200 Gm | Smooth Milk Chocolate & Cream Blend | Palm Oil Free | Perfect for Pancakes, Crepes, Breakfast, Desserts & Kids Snacks",77.0,10,3.7,asmacup kind
Rabea Extra strong tea bags 25g,34.45,10,4.1,Rabea Extra
"Class A Creamy Peanut Butter, 340 g",91.88,10,4.5,Class A
Ahmad Tea London Blend Tea With Mint 200G,114.81,10,5.0,Ahmad Tea
All day classic cappuccino 12sachets*20g كابوتشينو اول داي كلاسيك,119.99,10,4.6,All day
Granoro Peeled Tomatoes 800 gms,133.0,10,4.6,Granoro Peeled
El Bawadi Halawa with Chocolate - 300 gm,68.13,10,3.9,El Bawadi
Bab elsham Potato Spices - 45gm,48.95,5,5.0,Bab elsham
"MED-COFFEE Crema Whole Coffee Beans, Crema is (60% Arabica and 40% Robusta) .1000 GRAMS",729.99,10,4.1,MED-COFFEE Crema
ملاحة توابل الكاجون الدحى 40 جرام,47.31,10,4.1,ملاحة توابل
"Riri Fruits with Rice and Milk Infant Cereal, 200 gm",66.25,5,4.1,Riri Fruits
Lavida Rizo Sauce- 340 ml,55.0,10,1.0,Lavida Rizo
"Pistachio Premium Sauce – 225 GM | Rich & Creamy Pistachio Flavor | No Palm Oil | Natural Dessert & Coffee Sauce | Perfect for Cakes, Ice Cream & Pastries",160.0,10,3.6,Pistachio Premium
"MED-COFFEE Turkish Coffee plain, Light roasted, Fine ground coffee beans 250 GRAMS",169.99,10,4.0,MED-COFFEE Turkish
Mentos Peppermint gum sugar Free - 38 Pieces 54g,128.0,10,3.0,Mentos Peppermint
Juhayna Almond Milk - 1 Liter,120.0,10,3.6,Juhayna Almond
Shamaedan Hd Chocolate 6 Pieces,78.0,10,4.5,Shamaedan Hd
Bubuzy Ranch Sauce 12 x 285 g,58.0,10,0.0,Bubuzy Ranch
Sekem Sesame -500gm,140.0,10,0.0,Sekem Sesame
Shana Ferula Hermonis Herb 50 GM,77.0,10,2.8,Shana Ferula
"Double Dare Carbonated Pomegranate Drink, 275ml",15.0,10,3.7,Double Dare
Green Fruit – Natural Oat Bran | Rich in Fiber to Support Digestion and Healthy Weight,110.0,10,4.2,Green Fruit
"Romano Milk Powder Full cream , bag 300 gm",92.34,10,3.8,Romano Milk
"Riri Banana, 200gm",61.56,4,4.0,"Riri Banana,"
Just Fruits - Fruits Puree Nature Inside Apple With Cinnamon 110gm,32.95,5,4.2,Just Fruits
5Minutes Pistachio ice cream - 75 gm,23.0,5,3.1,5Minutes Pistachio
Biscuits -Bimbo - Oats and Whole Grain Stuffed -With Cream Cocoa Local -Balastevia - Pack - 10 Baku - M Corona,162.0,10,3.6,Biscuits -Bimbo
Hero baby Pouch Orange Banana Pear Biscuit 100 gm,59.0,26,4.7,Hero baby
ZARNAMA SAFFRON ZAFRON SUPER NEJIN ORGONIC DROP 1G RED TOUGH,320.0,10,4.5,ZARNAMA SAFFRON
"Class A Healthy Mill Gluten Free Oats Flakes, 500g",144.6,10,4.1,Class A
Hausbrandt intenso capsules compatible with Nespresso machine(10 pcs),270.0,10,5.0,Hausbrandt intenso
"Soula Eclairs, Caramel Filled With Chocolate Cream, Bag 45 Pieces",59.0,10,5.0,"Soula Eclairs,"
Mimix BonBon Strawberry Hard Stick 12 pieces (32g),60.0,10,4.1,Mimix BonBon
Double A Frappe- Matcha 400 g,350.0,10,4.2,Double A
"Lavida Harrisa Sauce, 420 gm",49.0,10,3.7,Lavida Harrisa
Swiss Vero Chocolate Kunafa Pistachio Cream 150g,250.0,10,4.3,Swiss Vero
Rehana cinnamon powder - 20 gm,20.53,10,3.9,Rehana cinnamon
Shana Teyab Mefattaqa 470 Gm,83.0,5,4.2,Shana Teyab
KETO ROCKETS - كيتو روكتس Stevia Sugar Best Natural Sweetener Absolutely Does not leave bitter taste Free of calories and preservatives 200 grams,275.0,10,4.1,KETO ROCKETS
Elsalhya Garden Hot Ketchup Jerrycan 1 kg,56.0,10,3.4,Elsalhya Garden
Pure Dry Fava Beans 1 Kg فول مدشوش 1ك,75.0,10,3.7,Pure Dry
Ben Suleiman بن ساده فاتح توليفه سليمان - قهوة تركي - 250 جرام,175.0,2,4.0,Ben Suleiman
Dolce Gusto Nescafe Espresso Intenso (16 Capsules),410.0,10,4.2,Dolce Gusto
"Mixed Nuts and Raisins, Roasted Almonds, Cashews, Black Raisins, 150g",180.0,10,5.0,Mixed Nuts
"Cheddar Sauce with Vegetarian Butter, 500 Gm",86.0,10,3.8,Cheddar Sauce
DUREX KANDM LUBAN 10Q,390.0,10,4.2,DUREX KANDM
Snaps Strawberry Malt Beverage 250 ml,15.0,10,2.9,Snaps Strawberry
Zaad Smoked Nuts - 110 gm,99.0,10,0.0,Zaad Smoked
Choice sweet chili sauce 300ml,71.5,10,3.9,Choice sweet
"Alsuhagy yellow lentils, 500 g",68.57,10,4.5,Alsuhagy yellow
iSiS Natural Cinnamon With Hibiscus Herbal Tea – 20 Envelopes,35.06,10,4.1,iSiS Natural
Abdelmaboud extra cardamom 100g med,111.0,10,3.7,Abdelmaboud extra
أرز مصري فاخر من السعيد - 5 كيلو,159.95,10,4.7,أرز مصري
Haj Arafa Masala Spices - 75 grams,45.0,5,4.2,Haj Arafa
CAPUTO PIZZERIA FLOUR 00 1kg,299.0,10,0.0,CAPUTO PIZZERIA
Mary Rose Soft Ground Curry - 200 gm,76.0,10,4.5,Mary Rose
Al-Qassim Far east seasoning - 130 gm,55.0,10,4.3,Al-Qassim Far
"Tik Tik Instant Pasta, Marinara Sauce, 90g",47.0,10,3.6,Tik Tik
"Sunshine (3 Pieces, Cold Sardines 125g)",220.0,10,4.3,Sunshine (3
Red Leaf Original Boba Tapioca Balls for Bubble Drinks Black Sugar Pearl Flavor 1kg,360.0,10,3.1,Red Leaf
Pediasure Vanilla 360 g Package design may vary,520.0,4,3.8,Pediasure Vanilla
Black Lotus Sodium Bicarbonate 1K,135.0,50,4.7,Black Lotus
"Basak Broccoli Cream Soup Mix, 60g",28.35,5,4.0,Basak Broccoli
"Biscuit-Bimbo, Stuffed & Covered with Caca&Creama**Pack of 12 Choco Max",97.0,10,5.0,"Biscuit-Bimbo, Stuffed"
SPICEKICK Sodium Bicarbonate 120g,65.0,10,4.2,SPICEKICK Sodium
"Abu Auf Roasted American California Pistachios,200 gm",299.8,10,4.0,Abu Auf
Nachos Fresh - Keto - Diet - Free of Sugar - Free of Starches - Healthy - Safe for Diabetics - Gluten Free - 24 Pieces,125.0,10,2.7,Nachos Fresh
Haj Arafa Cumin Powder - 75 grams,60.0,10,4.8,Haj Arafa
Balance Cheese Rice Cake Pack Of 4 cakes - 28 Gm,30.0,10,3.8,Balance Cheese
Royal Herbs Regime with Mint 50 TB,53.8,10,3.9,Royal Herbs
"SPICEKICK Arabica Wormwood 150 gm – Premium quality dried natural herbs used for the preparation of herbal drinks, gives a distinctive taste and authentic fresh aroma.",96.0,10,3.8,SPICEKICK Arabica
Verde Pistachio spread 200 GM,175.0,10,0.0,Verde Pistachio
Al-Qassim Ground Black pepper - 50 gm,42.93,10,4.3,Al-Qassim Ground
El Mizan Molasse plastic 350 gm,27.14,10,3.8,El Mizan
"White Cream with Dark Biscuits Spread – 350 g | Creamy White Chocolate with Crunchy Dark Biscuit Pieces | Palm Oil Free | Perfect for Pancakes, Crepes, Desserts & Spreading",99.0,10,3.8,White Cream
Imtenan Kabsa Spices 65 g,50.85,10,5.0,Imtenan Kabsa
Dobella Natural Coarse Grain Himalayan Salt 600gm,50.0,5,4.8,Dobella Natural
"Calnort Gluten Free Vegetable Bouillon Powder, 250g",92.8,5,4.0,Calnort Gluten
Abu Auf Popcorn Carlic & Butter 35 gm,30.0,5,3.3,Abu Auf
"Isis Organic Olive Oil, Extra Virgin - 500 Ml",497.0,10,4.1,Isis Organic
Haj Arafa Fish Spices - 65 grams,30.0,5,4.7,Haj Arafa
"Caffè Vergnano 1882 Arabica 100% Whole Coffee Beans, 250g",389.99,10,4.1,Caffè Vergnano
Double A Hot Chocolate,286.0,10,4.7,Double A
El Shamadan Hd Hazelnut 12 Piece,78.48,10,3.6,El Shamadan
Mr.Food Icing Sugar 1kg - Multi Color,49.95,10,3.3,Mr.Food Icing
"HONLEN Case for Samsung Galaxy A26 5G / Samsung Galaxy A26 (4G) Case, (6.64 Inches) Transparent Gradient TPU Silicone Design, 4 Reinforced Corners Case",120.0,10,4.4,HONLEN Case
Croocky Cheese Croquettes Family Pack,10.83,5,2.7,Croocky Cheese
عسل نقي 100% لزيادة القدرة والطاقة عدد 12 كيس عسل الطاقة,275.0,10,0.0,عسل نقي
Macro Panthenol Cream 50G,60.0,10,4.4,Macro Panthenol
BfB's Dried Dill 40g,55.0,10,4.3,BfB's Dried
Mazag Ultra Cinnamon Herbal Tea 12-Filter Bag,11.41,10,2.2,Mazag Ultra
"Batook Strawberry Flavoured Chewing Gum, 5 Sticks,",9.0,10,4.5,Batook Strawberry
Al Doha Taco Seasoning 40 gm,50.35,5,4.5,Al Doha
Rehana indian basmati rice - 1 kg,139.95,10,4.5,Rehana indian
Hero Baby 3 Nutradefense Plus,389.0,4,4.2,Hero Baby
MARS Chocolate Bar 40g,43.95,10,0.0,MARS Chocolate
"Savorya Whole Peppercorns, 200g, Organic Black Pepper for Cooking, Marinades, Stews, Soups and Pickling",149.99,10,4.0,Savorya Whole
"Double Dare Grape Flavored Soft Drink, 1.25 Liter",30.45,5,3.6,Double Dare
"Riri Infant Cereals Rice with Orange, Milk and Vitamins, 200g",60.0,5,4.2,Riri Infant
Royal ginger 12 tea bags,14.95,10,4.2,Royal ginger
Shana Sahab Drink - 125 gm,67.0,5,4.0,Shana Sahab
Cuppa Medium Plain Turkish Coffee Box 200 g,220.0,10,3.9,Cuppa Medium
عسل نقي 100% لزيادة القدرة والطاقة عدد 12 كيس ACTIVE HONEYY,250.0,10,3.8,عسل نقي
Nespresso Compatible Lavazza Dek 30 Decaffeinated Coffee Capsules (Maxi Pack) (1),699.0,10,4.2,Nespresso Compatible
"شاي الغزالين, اخضر, 125 جرام",120.0,10,0.0,"شاي الغزالين,"
Chew Chew 40grams Gummies Jelly Candy Rabbit Energy Flavor,17.0,10,4.5,Chew Chew
Premier Green Coffee With Hazelnut Flavour 75 G,220.0,10,3.7,Premier Green
"Dreem Pudding Vanilla Flavour , 100 gm",28.0,10,4.3,Dreem Pudding
Schweppes Pomegranate NRB 250 ML,17.95,10,3.6,Schweppes Pomegranate
Spuds Bonz Tangy Vinegar Premium Snacks 44-54 g,12.0,10,3.7,Spuds Bonz
"bonballoon Masreya pasta big rings, 10mm - 350g",16.0,10,4.2,bonballoon Masreya
Mexicana brown sugar 500gm - multi color,58.0,5,4.2,Mexicana brown
"NATURESTA - Hot sauce, Sriracha, 1kg",360.0,10,4.0,NATURESTA -
Eco healthy - Coarse unrefined rock salt fortified with iodine - special offer 5 + 1 free - 1 kg,140.0,10,4.4,Eco healthy
Elsalhya Garden Apple Vinegar 1/4 L,29.0,10,4.1,Elsalhya Garden
Lebanese Roastery Balsamic Vinegar 1 Liter,68.25,10,3.4,Lebanese Roastery
Abu Auf Peanut butter protein bar 70 gm,63.0,5,4.4,Abu Auf
Elvan Toffix Center Filled Fruit Chew Mix 12 Bag,64.55,10,4.2,Elvan Toffix
Clorets Green Lemon Mint Chewing Gum - 12 Pcs Pack of 12,180.0,10,0.0,Clorets Green
"ILOU Good France Premium Ketchup, 200g",26.1,5,4.2,ILOU Good
Daria Dark Soy Sauce - 250 ml,63.0,10,4.2,Daria Dark
"Magical Marshzone Marshmallows, Mini Twist, 150g",49.5,5,4.5,Magical Marshzone
"Magical Marshzone Marshmallows, 65g",22.95,5,4.0,Magical Marshzone
"Manutti Cherry Syrup Bottle, 1L - Red",200.0,10,5.0,Manutti Cherry
Mero box of 50 portion strawberry jam - 25 gm,86.07,10,3.8,Mero box
"""Organic Flaxseeds 400g | Rich in Omega-3, Fiber & Plant-Based Protein | Supports Digestion & Heart Health | by Hunza""",97.0,10,4.3,"""Organic Flaxseeds"
Healthy Ingredients Gelatin beef Hall 100 Gram,100.0,10,5.0,Healthy Ingredients
Eco healthy - Fine Unrefined Rock Salt Non-Iodized (Karatay) - 1 kg,28.0,10,4.2,Eco healthy
Lambada Wafer Biscuits Filled Chocolate Cream - X5 Natural Chocolate set of 6,36.75,10,3.9,Lambada Wafer
"Rich Diet stevia sweetener,150 sachets",160.0,10,4.0,Rich Diet
Haj Arafa Matcha Tea 50 g,342.0,10,3.5,Haj Arafa
منفحة لصناعة الجبن - 30 مل تكفي لتجبين 60 كيلو من اللبن,199.0,10,4.5,منفحة لصناعة
Mazag Ultra Anise Herbal Tea 12-Filter Bag,11.4,10,5.0,Mazag Ultra
SEKEM Stevia Natural Sweetener – 100 Tablets,92.0,5,3.4,SEKEM Stevia
"Pepsi Regular, Cola Flavor Soda Pet 390 Milliliters Pack of 12",190.0,10,4.6,"Pepsi Regular,"
Shamaedan Rave Hazelnut 12 Pieces,210.11,10,5.0,Shamaedan Rave
Daria Basmati Rice - 1 KGrams,167.0,10,4.6,Daria Basmati
Saula Paradise Bonbon - 90 Pieces,135.0,10,4.1,Saula Paradise
Shana Mgat Fenugreek Drink - 125 gm,67.0,5,3.6,Shana Mgat
"Maggi Cube Bar Chicken Stock (2 Cans, 96 Cubes)",147.0,5,5.0,Maggi Cube
Wunder Sugar Free Belgian Milk Chocolate Bar 30 g,64.5,10,4.1,Wunder Sugar
Spysi seasoning shish wawook - 90 gm,47.75,5,4.3,Spysi seasoning
"Hero jam with apricot flavor, light - 320 gm",86.0,10,4.0,Hero jam
Black Seed Uni Smart Honey 980 gm - Natural 100%,190.0,10,3.9,Black Seed
ZARY Ajwa Al Madinah Al Munawwarah Dates 500 gm,400.0,10,3.8,ZARY Ajwa
"Trident Tropical Twist Sugar Free Gum, 14 Pieces",62.36,10,4.5,Trident Tropical
ZARY Star Anise 50 gm,76.0,10,5.0,ZARY Star
Imtenan Echinacea tea 60 gm,62.0,10,4.2,Imtenan Echinacea
BEBELAC 1-400GM,399.0,5,4.1,BEBELAC 1-400GM
Manutti foods Passion Fruit fruit puree - 1250 gm,230.0,10,4.1,Manutti foods
Lite Bite Low Calorie Spinach Pasta - Fusilli - 250 g,71.49,5,3.6,Lite Bite
(en-US) Eldoha ملاحة توابل جريني الدحى 30 جرام,43.32,10,4.5,(en-US) Eldoha
"Crown Of The Kings (10 Envelopes, Baking Powder - 16g)",92.0,5,4.6,Crown Of
Bake Rolz Pizza Family Size (90g),20.77,10,2.7,Bake Rolz
Chefy Mix - Tikka Marinade,162.0,10,4.2,Chefy Mix
Keto Rockets Halva - Natural - Sugar Free - Low Calorie - 200g,189.0,10,3.7,Keto Rockets
"Flying Goose Sriracha Mayonnaise Sauce, 200ml",150.0,10,3.8,Flying Goose
Cadbury Dairy Milk Marvelous Creations Chocolate Bar (90g) Pack of 12,1080.0,15,0.0,Cadbury Dairy
"ICE BREAKERS Mints, 1.5oz, Coolmint",98.04,10,4.3,ICE BREAKERS
"White Chocolate Spread – 350 g | Smooth & Creamy White Chocolate Flavor | Palm Oil Free | Perfect for Pancakes, Crepes, Desserts, Baking & Spreading",99.0,10,3.7,White Chocolate
"Laura Leaves 30g (SPICEKICK) – Premium Quality Natural Bay Leaves Carefully Dried to Add Aromatic Flavor to Soups, Casseroles and Sauces with Ease",79.0,10,4.3,Laura Leaves
Wunder Belgian Dark 70% Chocolate Plain 30 grams,55.75,10,4.2,Wunder Belgian
BFB's Pintura Smoked Spanish Paprika 85g,85.0,10,4.1,BFB's Pintura
S-26 GOLD Stage 3 400g,361.5,4,4.5,S-26 GOLD
Royal Sunflower Oil 800ml,74.0,10,4.1,Royal Sunflower
Wadi Food Vinegar - Balsamic 0.25 L Dorika,86.0,10,4.6,Wadi Food
"SPICEKICK Cinnamon Sticks 50g – 100% Natural Cinnamon Whole to Add Aromatic Flavor to Drinks, Desserts, Rice, Soups and Various Dishes, Preservative Free",85.0,10,3.9,SPICEKICK Cinnamon
Corona Pure Cocoa 80 Grams,99.0,10,4.0,Corona Pure
"Starbucks Sunny Day Blend by Nespresso Capsules, 56g",349.0,10,4.0,Starbucks Sunny
Al-Mazaj Turkish Coffee Plain Light - SPECIAL 100 g,57.0,10,0.0,Al-Mazaj Turkish
"Fanos Rehana pack of 21 items, 11 KG",750.0,10,3.5,Fanos Rehana
Al tawoos sesame tahini 140 gram,28.0,10,4.0,Al tawoos
Abdelmaboud extra cardamom 100g light,118.95,10,4.0,Abdelmaboud extra
"Class A Caramel Stroopwafel, Chocolate Covered, 1 Piece",14.0,5,3.6,Class A
Dobella GRAPE leaves 720 g,49.3,5,3.4,Dobella GRAPE
"Manutti Toffee Nut Flavoured Syrup, 1 Litre, Gourmet Coffee Flavouring",200.0,10,5.0,Manutti Toffee
NESCAFÉ DOLCE GUSTO Palermo Espresso Pods - 16 Capsules,424.0,10,4.5,NESCAFÉ DOLCE
Uni Café Diet Cappuccino No Sugar - Milk Free with Rich Foam - 10 Sachets x 15 g,101.13,10,3.8,Uni Café
"Latteria 3 jars of sahlab, 250 grams each (1 plain + 1 cinnamon + 1 chocolate)",210.0,10,3.7,Latteria 3
"Caffè Vergnano 1882 Arabica 100% Moka Ground Coffee Tin, 250 gm",397.0,10,4.5,Caffè Vergnano
"Savorya Roasted Sesame Seeds, 150g, Premium Quality, Natural and Nutritious for Cooking, Baking and Snacking",89.99,10,4.0,Savorya Roasted
"Skittles Crazy Sours Candy, 152 g",120.0,10,4.1,Skittles Crazy
Elsalhya Garden Pomegranate Molasses 150 gm,29.0,10,3.8,Elsalhya Garden
Halo Pesto Protein Puffs 40 g,15.0,5,3.5,Halo Pesto
Mary Rose Smoked Paprika Fine Milled - 90 gm,74.0,10,4.3,Mary Rose
ZARY Garam Masala 100 gm,93.0,5,3.9,ZARY Garam
Dobella bassmati white rice - 2 kg,235.0,10,4.3,Dobella bassmati
Mimix BonBon Bursts Orange Stick 12 pieces (32g),60.0,10,4.8,Mimix BonBon
Sekem date bite with coconuts 50 gm,20.5,5,2.6,Sekem date
Zero Treat Healthy Apricot Puree 180 gm,95.0,10,4.0,Zero Treat
California Garden Smoked Tuna Slices in Sunflower Oil - 120 gm,155.0,10,4.4,California Garden
Verde Nectar Cola 200 ML,25.0,10,3.5,Verde Nectar
Al Fares Plain Halva 520 g,90.0,5,4.0,Al Fares
Mini Tipo Plain Biscuit Filled With Milk Cream And Coated With Natural Chocolate Set of 6,77.1,10,4.3,Mini Tipo
"Good France Ilou Hot Ketchup, 200g",26.0,5,4.4,Good France
"Kayy Protein Bites, Honey Mustard Flavor, 60g",17.39,10,5.0,Kayy Protein
Unicafe Original Cappuccino 200 g,94.95,10,3.4,Unicafe Original
Haj Arafa Shawarma Spices 70 g,30.0,5,2.9,Haj Arafa
Nespresso Inspiration Napoli Espresso Coffee 10 Capsule Sleeve,649.95,10,4.5,Nespresso Inspiration
"Abu Auf Muesli Oats with Nuts & Dried Fruits, 450 gm",149.99,10,4.2,Abu Auf
Sweet And Savory Peanut Cream and onions 80 gm,20.52,5,4.7,Sweet And
Fitness Crunchy Caramel Cereal Bar 23.5g,199.99,50,4.5,Fitness Crunchy
Kiko Malt and Pineapple Flavored Soda Soft Drink Can 250 ml,13.75,10,0.0,Kiko Malt
Sweet And Savory Chocobon Orange Flavor 50 gm,23.94,10,0.0,Sweet And
Lino jumbo rolled oats - 500 gm,91.0,10,4.5,Lino jumbo
"Mazaq 2 in 1 instant tea with milk drink, skimmed - 12 sachets",110.0,10,3.6,Mazaq 2
Elsalhya Garden Hot Oil 1/4 L,67.0,10,3.4,Elsalhya Garden
"Shana Cocoa Chocolate Drink, 250 gm",219.0,10,3.6,Shana Cocoa
MIVOLIS SWEETENER TABLETS 2400 pcs. - Table Sweeteners | Germany,467.0,10,4.0,MIVOLIS SWEETENER
شاي سناء 100 جرام,20.0,10,4.2,شاي سناء
Al dohaanise - 100 gm,48.4,5,4.3,Al dohaanise
"I-Bone Fruit Flavor Cream Candy, Colored Tablets, 300g Pouch",79.0,10,3.5,I-Bone Fruit
Imtenan Super Immune Chocolate 380g,198.0,10,3.7,Imtenan Super
Samyang Hot Chicken Korean Ramen Noodles 140 gm,125.0,10,3.9,Samyang Hot
"Kayy Nutritious Oats with Turmeric and Ginger, 500g",69.0,5,3.9,Kayy Nutritious
Nespresso - Ispirazione Venezia 10 Capsules,399.0,10,3.8,Nespresso -
Al Doha basil Powder- 20 grams,51.0,5,4.9,Al Doha
Abu Auf Turkish Coffee Light Roast ( Blend ) Pack - 50 gm,80.0,5,3.9,Abu Auf
"Sante Classic Corn Flakes Cereal, 250g",91.0,10,4.5,Sante Classic
Marvel 75% Cocoa Dark Chocolate Bar 90 g,70.0,5,4.2,Marvel 75%
Abu Auf Almonds 200 gm,229.99,10,4.1,Abu Auf
FRIENDS Nespresso Compatible Coffee Capsules Caramel 52G,249.99,10,4.8,FRIENDS Nespresso
Tabasco Original Pepper Sauce - 60 ml,189.65,10,4.8,Tabasco Original
"Red Bull Energy Drink, Sugar Free, 250 ml (24 pack)",1590.0,15,4.7,Red Bull
BFB's Onion Flakes (Dried) 100g,70.0,10,4.3,BFB's Onion
"Unicafe Original Hot Chocolate 20 g, 10 Sachets",94.99,5,4.5,Unicafe Original
Dana ground bay leaves 65gm,61.32,5,4.6,Dana ground
Kharta Khadra Yerba Mate ( Crushed ) 250 g,142.55,10,0.0,Kharta Khadra
Al-Qassim Onion Powder - 130 gm,57.78,10,4.3,Al-Qassim Onion
يوني كافيه كابتشينو شوكولاته- 200 جرام,85.99,10,3.7,يوني كافيه
Stevia Muzn Sugar 2 Spoon Offer 25% Increase 60 instead of 48 Sachets,110.0,10,0.0,Stevia Muzn
Rehana red pepper powder - 20 gm,21.75,10,4.4,Rehana red
Sweet and Slim No Calorie Sweetener - 50 Sachets,87.0,5,3.8,Sweet and
5Minutes Basbousa with nuts - 370 gm,55.73,5,4.0,5Minutes Basbousa
COVIM ESPRESSO LIFE Cortado Capsules 16 PZ Dolce Gusto Compatible,379.0,10,3.1,COVIM ESPRESSO
Mr. Spell Honey Mustard 265 g,33.0,5,3.1,Mr. Spell
Takiss - Fuego - 56g Chili Pepper & Lime Tortilla Chips,185.0,10,0.0,Takiss -
Mirotella Spread Chocoalte 850 Gm,210.0,10,3.2,Mirotella Spread
"Granoro Spaghetti Vermicelloni Pasta, 500g",90.65,10,4.7,Granoro Spaghetti
FRIENDS Nespresso Compatible Coffee Capsules Vanilla 52G,249.99,10,4.1,FRIENDS Nespresso
"Sham Sweet Sahab Drink (5 Pieces, 150g)",199.0,10,4.1,Sham Sweet
ARM & HAMMER - Pure Baking SODA - 1 LB. Box (454g) - American Imported,590.0,10,4.6,ARM &
"spuds craft cooked Sour Cream& Onion, 40-50 gm",13.0,10,3.5,spuds craft
Oniro Teabix Original 12 Pieces (43.2g),62.24,10,0.0,Oniro Teabix
"Boosh PURE CLOVER HONEY SQUEEZABLE BOTTLE BEAR SHAPE 340G,",95.0,10,4.0,Boosh PURE
Reefna Freeze Dried Apricot Halves 50g,160.0,10,3.3,Reefna Freeze
Al-Qassim Kabsa rice spices (chicken) - 130 gm,56.0,10,4.3,Al-Qassim Kabsa
"Nabtah Millet Flour,500g",175.0,10,3.1,Nabtah Millet
Ahmed Tea Ahmad Tea Clove Tea Bags - 100 Bags,299.0,10,4.8,Ahmed Tea
Chicohend Chocolate Chewy Candy Filled with Real Coconut 60-Pieces,109.0,10,5.0,Chicohend Chocolate
Sweet&Slim Sweet and Slim Stevia 200 Sachets,271.95,10,4.0,Sweet&Slim Sweet
Chew Chew Icy Mint Candy Jar 250 g,110.0,10,4.5,Chew Chew
Nescafé Dolce Gusto Caffé Espresso Milano - 16 Capsules,419.0,10,4.1,Nescafé Dolce
BFB Chipotle Smoked Chili,80.0,10,4.0,BFB Chipotle
"Royal mint herbs, 12 bags",14.95,10,4.4,Royal mint
Almashreq Gardinz Import & Trade Dobella Municipal Ghee Food Liquid 30 ml,18.0,10,2.9,Almashreq Gardinz
AL-AGAIBY Halawa peanuts 300 g,56.86,10,3.6,AL-AGAIBY Halawa
"Miro Milk Mix Flavor Banana 12 Pack, 30 gm",113.3,10,4.2,Miro Milk
Loacker Quadrat Vanilla 125G,159.0,10,3.9,Loacker Quadrat
"Lavida Spicy Ketchup, 380 gm",38.0,5,4.0,Lavida Spicy
Verde Classic Milk Chocolate Bar,65.0,10,3.2,Verde Classic
"Strawberry Sour Jelly Roll Candy, 18g",27.85,5,0.0,Strawberry Sour
Bait Elmuizz Arabic Ground Coffee - Medium Roast Plain - 250 gram,210.0,10,4.3,Bait Elmuizz
illy Moka Arabica Selection Guatemala Ground Coffee - 1 125g Can,380.0,10,4.5,illy Moka
"Lametna penne pasta pouch, 400 grams",11.95,50,4.4,Lametna penne
Elsalhya Garden Mustard 250 gm,33.0,10,2.8,Elsalhya Garden
